NOMBRE OLT,SLOT,PTO,IP,CABLE,SPLITTER
OH_ATLALEDIC_I_7360_Barranquilla_Estadio_3,1,1,10.37.55.142,1,1
OH_ATLALNNTD_I_7360_Barranquilla_NuevoHorizonte_4,1,1,10.37.55.174,1,1
OH_ATLALTBOB_I_7360_Barranquilla_Tabor_2,4,3,10.37.53.190,1,1
OH_ATLALBREB_I_7360_Barranquilla_BuenosAires_2,2,15,10.37.50.202,1,1
OH_ATLHIVRIA_I_5800_Barranquilla_Victoria_1,1,1,10.37.52.2,1,1
OH_ATLHISSCO_I_5800_Barranquilla_SanFrancisco,1,0,10.37.40.114,1,1
OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,1,0,10.37.40.22,1,1
OH_ATLALTDAD_I_7360_Barranquilla_Trinidad,5,6,10.37.54.246,1,1
OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,1,1,10.37.50.198,1,1
OH_ATLHICTRO_I_5800_Barranquilla_Centro,1,0,10.37.40.18,1,1
OH_ATLHICIBE_I_5800_Barraquilla_Caribe,1,0,10.37.40.46,1,1
OH_BOGHIVRIA_I_5800_VillaMaria_23000,1,0,10.37.50.46,1,1
OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,5,13,10.37.53.242,1,1
OH_BOGHICTRO_I_5800_51261_Centro_1,1,1,10.37.52.90,1,1
OH_BOGALCGOB_I_7360_32030_Bogota_Colfrigos_2,6,4,10.37.54.254,1,1
OH_BOGALMATF_I_7360_21000_Morato_6,3,4,10.37.54.90,1,1
OH_BOGHIMCOS_I_5800_53000_Marruecos_1,1,1,10.37.52.150,1,1
OH_BOGALASTF_I_7360_11000_Autopista_6,1,1,10.37.60.34,1,1
OH_BOGHIEOLA_I_5800_23106_LaEspanola,2,7,10.37.60.18,1,1
OH_BOGALEIVA_I_7360_32050_Engativa_1,1,2,10.37.54.62,1,1
OH_SANALPQUE_I_7360_Bucaramanga_Parque_1,1,1,10.37.50.138,1,1
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,1,3,10.37.50.126,1,1
OH_SANALCTRO_I_7360_Bucaramanga_Centro_1,1,1,10.37.50.114,1,1
OH_SANALFIDA_I_7360_Bucaramanga_Florida_1,1,1,10.37.50.130,1,1
OH_SANALALES_I_7360_Bucaramanga_Arenales_1,1,1,10.37.50.102,1,1
OH_SANALCROS_I_7360_Bucaramanga_Comuneros_1,5,8,10.37.50.122,1,1
OH_SANALKEDY_I_7360_Bucaramanga_Kennedy_1,1,2,10.37.52.202,1,1
OH_SANALCELA_I_7360_Bucaramanga_Ciudadela_1,1,1,10.37.50.118,1,1
OH_VALALMADC_I_7360_Cali_Morada_3,1,2,10.37.55.242,1,1
OH_VALALCEAF_I_7360_Cali_CaminoReal_6,1,1,10.37.55.230,1,1
OH_VALALCLOH_I_7360_Cali_SWColon_8,3,8,10.37.55.106,1,1
OH_VALHICTRO_I_5800_Cali_Centro_1,1,1,10.37.52.214,1,1
OH_VALALCDID_I_7360_Cali_CiudadJardin_4,1,1,10.37.55.226,1,1
OH_VALALAOPD_I_7360_Cali_Acopi_4,1,1,10.37.55.126,1,1
OH_BOLHICDEL_I_5800_Cartagena_Badel,1,0,10.37.40.6,1,1
OH_BOLHICQUE_I_5800_Cartagena_Bosque_1,1,1,10.37.52.106,1,1
OH_BOLALTCED_I_7360_Cartagena_Torices_4,2,9,10.37.55.54,1,1
OH_NORHIPSTE_I_5800_Cucuta_PradosDelEste,1,0,10.37.40.38,1,1
OH_NORHIVLUB_I_5800_VillaDelRosario_Club,1,0,10.37.40.42,1,1
OH_NORALPAND_I_7360_Cucuta_Panamericano_4,1,1,10.37.55.206,1,1
OH_NORHIAERO_I_5800_Cucuta_AVCero,1,5,10.37.40.14,1,1
OH_TOLALMITF_I_7360_Ibague_Margarita_6,2,2,10.37.55.218,1,1
OH_TOLALCERC_I_7360_Ibague_Chapinero_3,1,1,10.37.55.214,1,1
OH_ANTHIAUEZ_I_5800_Medellin_Aranjuez_1,1,1,10.37.52.70,1,1
OH_ANTALFICO_I_7360_Medellin_Federico_1,1,2,10.37.54.66,1,1
OH_ANTALCLLA_I_7360_Medellin_Castilla,1,2,10.37.55.14,1,1
OH_HUIALBLED_I_7360_Neiva_Buganviles_4,1,1,10.37.55.190,1,1
OH_HUIALTILA_I_7360_Neiva_Tuquila_1,1,12,10.37.52.198,1,1
OH_HUIALCBAS_I_7360_Neiva_Ceibas_1,1,1,10.37.50.154,1,1
OH_MAGHISIVO_I_5800_SantaMarta_Polideportivo,1,12,10.37.50.10,1,1
OH_MAGHISTRO_I_5800_SantaMarta_Centro,3,3,10.37.50.6,1,1
OH_MAGHISDRO_I_5800_SantaMarta_SanPedro,1,0,10.37.50.86,1,1
OH_MAGHIRERO_I_5800_SantaMarta_Rodadero,1,14,10.37.50.74,1,1
OH_CUNHISTRO_I_5800_Soacha_Centro,1,0,10.37.30.242,1,1
OH_CUNALGUNB_I_7360_CentrodeGravedad1_2,18,6,10.37.54.50,1,1
OH_ATLALSVAB_I_7360_Soledad_SimonBolivar_2,1,1,10.37.50.206,1,1
OH_CUNALTIPA_I_7360_Tocancipa_Centro,2,3,10.37.54.198,1,1
OH_CUNALCEND_I_7360_Chia_Centro_4,1,1,10.37.55.130,1,1
OH_VALALCAGO_I_7360_Cartago_Centro,7,16,10.37.54.102,1,1
OH_SANALCBRE_I_7360_Floridablanca_Cumbre_1,1,2,10.37.52.138,1,1
OH_SANALPADB_I_7360_Giron_Poblado_2(Giron),5,9,10.37.52.254,1,1
OH_SANALBEJA_I_7360_Barrancabermeja_Centro_1,1,2,10.37.53.158,1,1
OH_HUIALPITO_I_7360_Pitalito_Centro_1,2,12,10.37.53.2,1,1
OH_CORHICANA_I_5800_Monteria_LaCastellana,1,0,10.37.50.50,1,1
OH_BOLALTACO_I_7360_Turbaco_Centro,5,5,10.37.54.214,1,1
OH_VALHIJNDB_I_5800_Jamundi_Centro_2,1,1,10.37.52.210,1,1
OH_QUIALCRCA_I_7360_Calarca_Centro,1,2,10.37.54.138,1,1
OH_CAUALPPAZ_I_7360_Popayan_LaPaz,1,14,10.37.54.190,1,1
OH_RISHISBAL_I_5800_SantaRosaDeCabal,5,14,10.37.54.158,1,1
OH_CAUALSHAO_I_7360_Squilichao_Centro,4,9,10.37.54.194,1,1
OH_VALALBUGA_I_7360_Buga_Centro,1,2,10.37.54.130,1,1
OH_CUNALZIRD_I_7360_Zipaquira_Centro_4,1,1,10.37.55.166,1,1
OH_MAGALCAGA_I_7360_Cienaga_Centro,1,2,10.37.54.166,1,1
OH_NARALCTRO_I_7360_Pasto_Centro_1,1,1,10.37.50.158,1,1
OH_HUIALGZON_I_7360_Garzon_Centro,2,4,10.37.54.178,1,1
OH_SANALPSTD_I_7360_Piedecuesta_4,1,1,10.37.55.210,1,1
OH_BOYALSOSO_I_7360_Sogamoso_Centro,3,15,10.37.54.222,1,1
OH_METALAIAS_I_7360_Acacias_Centro,13,4,10.37.54.98,1,1
OH_ANTALRGRO_I_7360_Rionegro_Centro,3,2,10.37.54.210,1,1
OH_NORALOANA_I_7360_Ocana_Centro,1,2,10.37.54.134,1,1
OH_SUCHISEJO_I_5800_Sincelejo_Centro,1,0,10.37.50.62,1,1
OH_VALALTLUE_I_7360_Tulua_centro_5,1,1,10.37.55.254,1,1
OH_CORALMTRO_I_7360_Monteria_Centro_1,1,1,10.37.50.150,1,1
OH_CAUALPYAN_I_7360_Popayan_Centro_1,1,2,10.37.54.78,1,1
OH_CAQHIFTRO_I_5800_Florencia_Centro_1,1,1,10.37.52.222,1,1
OH_ATLALPBIA_I_7360_PColombia_Centro,1,2,10.37.54.230,1,1
OH_CUNHIFNZB_I_5800_Funza_Centro_2,1,1,10.37.52.218,1,1
OH_CAQALCDUY_I_7360_Florencia_Cunduy_1,1,2,10.37.52.246,1,1
OH_CALHIMTRO_I_5800_Manizales_Centro_1,1,1,10.37.52.230,1,1
OH_CUNALFTRB_I_7360_Fusagasuga_Centro_1,3,12,10.37.50.166,1,1
OH_NORALPONA_I_7360_Pamplonacentro_1,7,12,10.37.54.146,1,1
OH_CUNALMAYO_I_7360_Fusagasuga_15deMayo_1,1,1,10.37.50.170,1,1
OH_RISHIPTRO_I_5800_Pereira_Centro_1,1,1,10.37.52.226,1,1
OH_VALHIPNOS_I_00T_Buenaventura_LosPinos,1,0,10.37.40.194,1,1
OH_BOYALTNJD_I_7360_Tunja_Centro_4,1,1,10.37.55.154,1,1
OH_NARHIILES_I_5800_Ipiales_Centro,1,4,10.37.50.238,1,1
OH_CUNALCICD_I_7360_Cajica_4,1,1,10.37.55.186,1,1
OH_SANALZNGA_I_7360_Floridablanca_Zapamanga_1,1,2,10.37.52.142,1,1
OH_CESALAICA_I_7360_Aguachica_Centro,1,2,10.37.54.226,1,1
OH_CALALDRDA_I_7360_LaDorada_Centro,1,2,10.37.54.182,1,1
OH_CUNALCOTA_I_7360_Cota_Centro,2,15,10.37.54.170,1,1
OH_NARHIVLES_I_5800_Pasto_Versalles,1,0,10.37.50.54,1,1
OH_CESHISVAR_I_5800_Valledupar_SimonBolivar,1,0,10.37.50.90,1,1
OH_METALVTIZ_I_7360_Villavicencio_VillaOrtiz_1,2,3,10.37.50.194,1,1
OH_METALCAMA_I_7360_Villavicencio_Catama_1,1,2,10.37.53.14,1,1
OH_METHICIBA_I_5800_Villavicencio_Ceiba_1,1,1,10.37.52.126,1,1
OH_METHIENZA_I_5800_Villavicencio_Esperanza,1,0,10.37.40.30,1,1
OH_METALCTRC_I_7360_Villavicencio_Centro_3,1,7,10.37.65.66,1,1
OH_METALPFIA_I_7360_Villavicencio_Porfia_1,1,2,10.37.53.26,1,1
OH_ANTALBLLO_I_7360_Bello_Centro,1,2,10.37.54.114,1,1
OH_VALALRGIE_I_7360_Cali_Refugio_5,1,1,10.37.55.62,1,1
OH_VALALSICI_I_7360_Cali_SantaMonica_9,1,1,10.37.55.246,1,1
OH_VALALTAMC_I_7360_Cali_Tequendama_3,1,1,10.37.55.110,1,1
OH_VALALVILF_I_7360_Cali_ValledeLili_6,13,4,10.37.55.70,1,1
OH_VALALPIRE_I_7360_Palmira_Centro_5,1,1,10.37.55.162,1,1
OH_RISALQDAB_I_7360_DQuebradas_Centro_2,1,2,10.37.65.10,1,1
OH_RISALPUBA_I_7360_Pereira_Cuba,4,9,10.37.54.206,1,1
OH_NORALLTAC_I_7360_Cucuta_Libertad_3,2,15,10.37.55.202,1,1
OH_ATLALVTRC_I_7360_Barranquilla_VillaCampestre_3,1,1,10.37.55.178,1,1
OH_MAGHICELA_I_5800_SantaMarta_Ciudadela,1,0,10.37.50.14,1,1
OH_CESHIENZA_I_5800_Valledupar_Esperanza,1,0,10.37.50.82,1,1
OH_ATLHISDAD_I_5800_Soledad_2000_1,1,1,10.37.52.82,1,1
OH_METALCARE_I_7360_Villavicencio_Catumare_1,1,2,10.37.53.18,1,1
OH_BOLALCTRC_I_7360_Cartagena_Centro_3,4,4,10.37.55.138,1,1
OH_VALALBURB_I_7360_Buenaventura_Centro_2,1,1,10.37.55.150,1,1
OH_TOLHICTRE_I_5800_Ibague_Campestre,1,0,10.37.40.34,1,1
OH_IBAALPADE_I_7360_Ibague_Piedrapintada_5,1,1,10.37.55.114,1,1
OH_BOYALMCAS_I_7360_Tunja_Muiscas_1,15,3,10.37.50.162,1,1
OH_BOYALCIRA_I_7360_Chiquinquira_Centro,2,2,10.37.65.102,1,1
OH_SANALSGIL_I_7360_SanGil_Centro,1,2,10.37.65.86,1,1
OH_CASALYPAL_I_7360_Yopal_Centro,1,2,10.37.65.90,1,1
OH_GUAALRCHA_I_7360_Riohacha_Centro,2,16,10.37.65.130,1,1
OH_CUNALSOPO_I_7360_Sopo_Centro,1,2,10.37.65.142,1,1
OH_CUNALLESA_I_7360_LaMesa_Centro,3,1,10.37.65.166,1,1
OH_TOLALMGAR_I_7360_Melgar_Centro,1,2,10.37.65.114,1,1
OH_CUNALVETA_I_7360_Villeta_Centro,1,2,10.37.65.98,1,1
OH_CUNALUATB_I_7360_Ubate_Centro_2,1,2,10.37.65.178,1,1
OH_CUNALSATE_I_7360_Sibate_Centro,3,15,10.37.65.174,1,1
OH_ANTALCRAL_I_7360_CViboral_Centro,1,2,10.37.65.154,1,1
OH_CUNALAIMA_I_7360_Anapoima_Centro,1,2,10.37.65.146,1,1
OH_TOLALHNDA_I_7360_Honda_Centro,1,2,10.37.65.94,1,1
OH_ANTALMLLA_I_7360_Marinilla_Centro,1,2,10.37.65.170,1,1
OH_TOLALMITA_I_7360_Mariquita_Centro,4,9,10.37.65.110,1,1
OH_TOLALENAL_I_7360_Espinal_Centro,4,13,10.37.65.126,1,1
OH_SANALSRRO_I_7360_Socorro_Centro,1,2,10.37.65.118,1,1
OH_BOYALDAMA_I_7360_Duitama_Centro,7,7,10.37.65.122,1,1
OH_ANTALCANA_I_7360_Copacabana_Centro,1,2,10.37.65.158,1,1
OH_VALALCRIA_I_7360_Candelaria_Centro,5,1,10.37.65.150,1,1
OH_MAGALBHTE_I_7360_SMarta_BelloHorizonte,1,2,10.37.65.222,1,1
OH_BOLALBTAL_I_7360_Cartagena_BKristal1,1,2,10.37.65.54,1,1
OH_QUIHIASUR_I_5800_Armenia_Sur_1,1,1,10.37.52.46,2,1
OH_ATLALEDIC_I_7360_Barranquilla_Estadio_3,3,6,10.37.55.142,2,1
OH_ATLHIVRIA_I_5800_Barranquilla_Victoria_1,6,0,10.37.52.2,2,1
OH_ATLHISSCO_I_5800_Barranquilla_SanFrancisco,2,7,10.37.40.114,2,1
OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,4,2,10.37.40.22,2,1
OH_ATLALTDAD_I_7360_Barranquilla_Trinidad,3,10,10.37.54.246,2,1
OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,3,4,10.37.50.198,2,1
OH_ATLHICTRO_I_5800_Barranquilla_Centro,7,1,10.37.40.18,2,1
OH_ATLALVTRB_I_7360_Barraquilla_VillaCampestre_2,3,13,10.37.53.162,2,1
OH_ATLHINNTB_I_5800_Barranquilla_NuevoHorizonte_2,1,5,10.37.40.110,2,1
OH_ATLHICIBE_I_5800_Barraquilla_Caribe,6,6,10.37.40.46,2,1
OH_BOGALGDOS_I_7360_CentrodeGravedad2_1,1,2,10.37.53.242,2,1
OH_BOGHIMCOB_I_5800_53000_Marruecos_2,13,6,10.37.52.154,2,1
OH_BOGALEIVB_I_7360_32050_Engativa_2,16,3,10.37.54.238,2,1
OH_BOGHICTRO_I_5800_51261_Centro_1,7,10,10.37.52.90,2,1
OH_BOGALASTE_I_7360_11000_Autopista_5,14,12,10.37.50.250,2,1
OH_BOGALMATF_I_7360_21000_Morato_6,3,9,10.37.54.90,2,1
OH_BOGALVRIB_I_7360_23000_VillaMaria_2,8,13,10.37.50.178,2,1
OH_BOGHIEOLA_I_5800_23106_LaEspanola,4,0,10.37.60.18,2,1
OH_BOGALCGOS_I_7360_32030_BogotaColfrigos,4,8,10.37.54.118,2,1
OH_SANALPQUE_I_7360_Bucaramanga_Parque_1,3,9,10.37.50.138,2,1
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,1,14,10.37.50.126,2,1
OH_SANALCTRO_I_7360_Bucaramanga_Centro_1,3,12,10.37.50.114,2,1
OH_SANALFIDA_I_7360_Bucaramanga_Florida_1,4,11,10.37.50.130,2,1
OH_SANALALES_I_7360_Bucaramanga_Arenales_1,5,10,10.37.50.102,2,1
OH_SANALCROS_I_7360_Bucaramanga_Comuneros_1,1,9,10.37.50.122,2,1
OH_SANALKEDY_I_7360_Bucaramanga_Kennedy_1,8,8,10.37.52.202,2,1
OH_SANALCELA_I_7360_Bucaramanga_Ciudadela_1,3,16,10.37.50.118,2,1
OH_VALALCEAF_I_7360_Cali_CaminoReal_6,4,8,10.37.55.230,2,1
OH_VALALCLOH_I_7360_Cali_SWColon_8,2,6,10.37.55.106,2,1
OH_VALALCDID_I_7360_Cali_CiudadJardin_4,3,1,10.37.55.226,2,1
OH_VALALAOPD_I_7360_Cali_Acopi_4,3,15,10.37.55.126,2,1
OH_BOLHICDEL_I_5800_Cartagena_Badel,3,6,10.37.40.6,2,1
OH_BOLHICQUE_I_5800_Cartagena_Bosque_1,8,5,10.37.52.106,2,1
OH_BOLALTCED_I_7360_Cartagena_Torices_4,1,1,10.37.55.54,2,1
OH_NORHIPSTE_I_5800_Cucuta_PradosDelEste,4,11,10.37.40.38,2,1
OH_NORHIVLUB_I_5800_VillaDelRosario_Club,5,15,10.37.40.42,2,1
OH_NORHIAERO_I_5800_Cucuta_AVCero,4,3,10.37.40.14,2,1
OH_NORALLTAB_I_7360_Cucuta_Libertad_2,3,3,10.37.53.94,2,1
OH_NORHIPANB_I_5800_Cucuta_Panamericano_2,6,8,10.37.40.106,2,1
OH_TOLHIMITB_I_5800_Ibague_Margarita_2,1,0,10.37.40.10,2,1
OH_TOLALCERC_I_7360_Ibague_Chapinero_3,5,2,10.37.55.214,2,1
OH_TOLHICTRE_I_5800_Ibague_Campestre,7,14,10.37.40.34,2,1
OH_ANTHIAUEZ_I_5800_Medellin_Aranjuez_1,7,13,10.37.52.70,2,1
OH_ANTALFICO_I_7360_Medellin_Federico_1,7,12,10.37.54.66,2,1
OH_ANTALCLLA_I_7360_Medellin_Castilla,12,15,10.37.55.14,2,1
OH_HUIALBLEE_I_7360_Neiva_Buganviles_5,3,8,10.37.55.194,2,1
OH_HUIALTILA_I_7360_Neiva_Tuquila_1,7,14,10.37.52.198,2,1
OH_HUIALCBAS_I_7360_Neiva_Ceibas_1,3,1,10.37.50.154,2,1
OH_MAGHICELA_I_5800_SantaMarta_Ciudadela,3,3,10.37.50.14,2,1
OH_MAGHISIVO_I_5800_SantaMarta_Polideportivo,4,0,10.37.50.10,2,1
OH_MAGHISDRO_I_5800_SantaMarta_SanPedro,2,2,10.37.50.86,2,1
OH_MAGHIRERO_I_5800_SantaMarta_Rodadero,5,3,10.37.50.74,2,1
OH_CUNALGUNB_I_7360_CentrodeGravedad1_2,7,7,10.37.54.50,2,1
OH_ATLHISDAD_I_5800_Soledad_2000_1,12,13,10.37.52.82,2,1
OH_CUNALCEND_I_7360_Chia_Centro_4,3,1,10.37.55.130,2,1
OH_VALALCAGO_I_7360_Cartago_Centro,8,6,10.37.54.102,2,1
OH_SANALCBRE_I_7360_Floridablanca_Cumbre_1,6,13,10.37.52.138,2,1
OH_VALHITLUB_I_5800_Tulua_centro_2,1,1,10.37.52.42,2,1
OH_SANALPADB_I_7360_Giron_Poblado_2(Giron),1,2,10.37.52.254,2,1
OH_SANALBEJA_I_7360_Barrancabermeja_Centro_1,6,9,10.37.53.158,2,1
OH_CORHICANA_I_5800_Monteria_LaCastellana,2,12,10.37.50.50,2,1
OH_BOYALMCAS_I_7360_Tunja_Muiscas_1,1,1,10.37.50.162,2,1
OH_QUIALCRCA_I_7360_Calarca_Centro,8,1,10.37.54.138,2,1
OH_RISALQDAS_I_7360_DQuebradas_Centro,8,7,10.37.54.174,2,1
OH_CAUALPPAZ_I_7360_Popayan_LaPaz,5,7,10.37.54.190,2,1
OH_RISHISBAL_I_5800_SantaRosaDeCabal,5,0,10.37.54.158,2,1
OH_CAUALSHAO_I_7360_Squilichao_Centro,7,10,10.37.54.194,2,1
OH_VALALBUGA_I_7360_Buga_Centro,7,14,10.37.54.130,2,1
OH_CUNALZIRD_I_7360_Zipaquira_Centro_4,2,12,10.37.55.166,2,1
OH_NARALCTRO_I_7360_Pasto_Centro_1,3,1,10.37.50.158,2,1
OH_SANALPSTD_I_7360_Piedecuesta_4,2,2,10.37.55.210,2,1
OH_BOYALSOSO_I_7360_Sogamoso_Centro,6,14,10.37.54.222,2,1
OH_METALAIAS_I_7360_Acacias_Centro,4,14,10.37.54.98,2,1
OH_ANTALRGRO_I_7360_Rionegro_Centro,1,2,10.37.54.210,2,1
OH_NORALOANA_I_7360_Ocana_Centro,7,16,10.37.54.134,2,1
OH_VALALJNDC_I_7360_Jamundi_Centro_3,1,2,10.37.53.246,2,1
OH_SUCHISEJO_I_5800_Sincelejo_Centro,3,3,10.37.50.62,2,1
OH_CORALMTRO_I_7360_Monteria_Centro_1,3,9,10.37.50.150,2,1
OH_CAUALPYAN_I_7360_Popayan_Centro_1,4,13,10.37.54.78,2,1
OH_CUNHIFNZB_I_5800_Funza_Centro_2,4,10,10.37.52.218,2,1
OH_CALALMTES_I_7360_Manizales_Cervantes_1,2,13,10.37.53.98,2,1
OH_CALHIMTRO_I_5800_Manizales_Centro_1,5,11,10.37.52.230,2,1
OH_CUNALFTRB_I_7360_Fusagasuga_Centro_1,5,15,10.37.50.166,2,1
OH_CUNALGDOC_I_7360_Girardot_Centro_3,1,2,10.37.54.126,2,1
OH_CUNALMAYO_I_7360_Fusagasuga_15deMayo_1,5,11,10.37.50.170,2,1
OH_RISHIPTRO_I_5800_Pereira_Centro_1,5,15,10.37.52.226,2,1
OH_BOYALTNJD_I_7360_Tunja_Centro_4,4,4,10.37.55.154,2,1
OH_NARHIILES_I_5800_Ipiales_Centro,1,0,10.37.50.238,2,1
OH_CUNALCICD_I_7360_Cajica_4,2,11,10.37.55.186,2,1
OH_SANALZNGA_I_7360_Floridablanca_Zapamanga_1,5,3,10.37.52.142,2,1
OH_CAQALCNOS_I_7360_Florencia_Colonos_1,12,12,10.37.52.242,2,1
OH_NARHIVLES_I_5800_Pasto_Versalles,2,4,10.37.50.54,2,1
OH_CESHIENZA_I_5800_Valledupar_Esperanza,3,3,10.37.50.82,2,1
OH_CESHISVAR_I_5800_Valledupar_SimonBolivar,3,8,10.37.50.90,2,1
OH_METALVTIZ_I_7360_Villavicencio_VillaOrtiz_1,2,6,10.37.50.194,2,1
OH_METALCAMA_I_7360_Villavicencio_Catama_1,6,4,10.37.53.14,2,1
OH_METHICIBA_I_5800_Villavicencio_Ceiba_1,7,10,10.37.52.126,2,1
OH_METHIENZA_I_5800_Villavicencio_Esperanza,2,5,10.37.40.30,2,1
OH_METALCTRC_I_7360_Villavicencio_Centro_3,2,9,10.37.65.66,2,1
OH_VALALRGIE_I_7360_Cali_Refugio_5,4,3,10.37.55.62,2,1
OH_VALALSICI_I_7360_Cali_SantaMonica_9,6,13,10.37.55.246,2,1
OH_VALALTAMC_I_7360_Cali_Tequendama_3,6,1,10.37.55.110,2,1
OH_VALALVILG_I_7360_Cali_ValledeLili_7,2,12,10.37.55.74,2,1
OH_CESALAICA_I_7360_Aguachica_Centro,14,5,10.37.54.226,2,1
OH_BOLALCTRC_I_7360_Cartagena_Centro_3,1,1,10.37.55.138,2,1
OH_CUNALSTRF_I_7360_Soacha_Centro_6,1,1,10.37.55.94,2,1
OH_RISALPUBA_I_7360_Pereira_Cuba,12,16,10.37.54.206,2,1
OH_IBAALPADE_I_7360_Ibague_Piedrapintada_5,4,1,10.37.55.114,2,1
OH_CASALYPAL_I_7360_Yopal_Centro,8,13,10.37.65.90,2,1
OH_GUAALRCHA_I_7360_Riohacha_Centro,6,8,10.37.65.130,2,1
OH_ANTALCRAL_I_7360_CViboral_Centro,6,1,10.37.65.154,2,1
OH_SANALSGIL_I_7360_SanGil_Centro,12,5,10.37.65.86,2,1
OH_ANTALLEJA_I_7360_LaCeja_Centro,8,3,10.37.65.162,2,1
OH_ANTALMLLA_I_7360_Marinilla_Centro,7,8,10.37.65.170,2,1
OH_ANTALCANA_I_7360_Copacabana_Centro,6,7,10.37.65.158,2,1
OH_QUIHIASUB_I_5800_Armenia_Sur_2,5,13,10.37.52.50,3,1
OH_ATLHIVRIB_I_5800_Barranquilla_Victoria_2,2,13,10.37.52.6,3,1
OH_ATLHIDIAS_I_5800_Barraquilla_Delicias,5,7,10.37.40.22,3,1
OH_ATLALSNTC_I_7360_Barranquilla_SanVicente_3,1,5,10.37.50.198,3,1
OH_ATLHICTRO_I_5800_Barranquilla_Centro,3,11,10.37.40.18,3,1
OH_ATLHINNTB_I_5800_Barranquilla_NuevoHorizonte_2,2,5,10.37.40.110,3,1
OH_BOGALASTI_I_7360_11000_Autopista_9,8,1,10.37.55.182,3,1
OH_BOGHIVRIA_I_5800_VillaMaria_23000,8,4,10.37.50.46,3,1
OH_BOGHICTRO_I_5800_51261_Centro_1,12,5,10.37.52.90,3,1
OH_BOGALMATF_I_7360_21000_Morato_6,1,2,10.37.54.90,3,1
OH_BOGHIEOLA_I_5800_23106_LaEspanola,7,12,10.37.60.18,3,1
OH_BOGALEIVA_I_7360_32050_Engativa_1,13,12,10.37.54.62,3,1
OH_BOGALCGOS_I_7360_32030_BogotaColfrigos,1,2,10.37.54.118,3,1
OH_SANALPQUE_I_7360_Bucaramanga_Parque_1,5,7,10.37.50.138,3,1
OH_SANALDNTE_I_7360_Bucaramanga_Diamante_1,3,6,10.37.50.126,3,1
OH_SANALCTRO_I_7360_Bucaramanga_Centro_1,6,4,10.37.50.114,3,1
OH_SANALFIDA_I_7360_Bucaramanga_Florida_1,7,2,10.37.50.130,3,1
OH_SANALALES_I_7360_Bucaramanga_Arenales_1,8,9,10.37.50.102,3,1
OH_SANALCROS_I_7360_Bucaramanga_Comuneros_1,3,5,10.37.50.122,3,1
OH_SANALCERA_I_7360_Bucaramanga_Cabecera_1,5,16,10.37.50.106,3,1
OH_SANALCELA_I_7360_Bucaramanga_Ciudadela_1,5,13,10.37.50.118,3,1
OH_VALALCLOH_I_7360_Cali_SWColon_8,14,10,10.37.55.106,3,1
OH_VALALCDID_I_7360_Cali_CiudadJardin_4,4,12,10.37.55.226,3,1
OH_VALALAOPD_I_7360_Cali_Acopi_4,6,13,10.37.55.126,3,1
OH_VALALCEAG_I_7360_Cali_CaminoReal_7,1,1,10.37.55.234,3,1
OH_BOLALCQUB_I_7360_Cartagena_Bosque_2,3,11,10.37.54.34,3,1
OH_BOLALTCED_I_7360_Cartagena_Torices_4,3,14,10.37.55.54,3,1
OH_NORHIPSTE_I_5800_Cucuta_PradosDelEste,8,11,10.37.40.38,3,1
OH_NORHIAERO_I_5800_Cucuta_AVCero,1,0,10.37.40.14,3,1
OH_NORHIPANB_I_5800_Cucuta_Panamericano_2,3,9,10.37.40.106,3,1
OH_TOLHIMITB_I_5800_Ibague_Margarita_2,1,12,10.37.40.10,3,1
OH_TOLHICTRE_I_5800_Ibague_Campestre,11,6,10.37.40.34,3,1
OH_TOLHICERB_I_5800_Ibague_Chapinero_2,6,2,10.37.52.186,3,1
OH_ANTALFICO_I_7360_Medellin_Federico_1,15,5,10.37.54.66,3,1
OH_ANTALCLLB_I_7360_Medellin_Castilla_2,1,6,10.37.55.90,3,1
OH_ANTHIAUEB_I_5800_Medellin_Aranjuez_2,3,11,10.37.52.74,3,1
OH_HUIALCBAB_I_7360_Neiva_Ceibas_2,1,2,10.37.52.194,3,1
OH_MAGHICELA_I_5800_SantaMarta_Ciudadela,6,12,10.37.50.14,3,1
OH_MAGHISIVO_I_5800_SantaMarta_Polideportivo,5,2,10.37.50.10,3,1
OH_MAGHISDRO_I_5800_SantaMarta_SanPedro,5,13,10.37.50.86,3,1
OH_CUNHISTRO_I_5800_Soacha_Centro,1,5,10.37.30.242,3,1
OH_CUNALGUNO_I_7360_CentrodeGravedad1_1,6,12,10.37.53.6,3,1
OH_ATLHISDAD_I_5800_Soledad_2000_1,6,8,10.37.52.82,3,1
OH_VALHITLUB_I_5800_Tulua_centro_2,7,11,10.37.52.42,3,1
OH_SANALPADB_I_7360_Giron_Poblado_2(Giron),18,14,10.37.52.254,3,1
OH_SANALBEJA_I_7360_Barrancabermeja_Centro_1,17,6,10.37.53.158,3,1
OH_HUIALPITO_I_7360_Pitalito_Centro_1,17,2,10.37.53.2,3,1
OH_CALALMTRB_I_7360_Manizales_Centro_2,14,13,10.37.53.150,3,1
