CINUM,TIPO_EQUIPO,DESCRIPTION,CLASSSTRUCTUREID,DESCRIPTIONCLASSTRUCTUREID,CILOCATION,Direeción,JERARQUIA,STATUS,SIT_LOCATION,SIT_DESCRIPTION,OPERACION,PERSONGROUP,DIRECCION_IP,NOMBRE_OSS,DIRECCION_IP - NOMBRE_OSS,ZONA_OPERACIONES,ZONA_COMERCIAL,DEPTO_LOCATION,DEPTO_DESCRIPTION,MUN_LOCATION,MUN_DESCRIPTION,LOC_LOCATION,LOC_DESCRIPTION,BASERVICIO,DXSERVICIO,LINEAS_SERV,CIRCUITOS_SER,E1_SER,IPTV_SERVICIO,FABRICANTE,TIPO_SERVICIO,RED,PROVEEDOR_RED_PR,COMUNA_PR,POLIGONO_PR,REGION_PR,ZONA_OPERATIVA_PR,MES Clousing,MES,Año,Fecha Ope,Ing PE,Latitud,Longitud,Sala,Fila,Rack,Olt Corto,Fecha Cosecha,NUEVA ZONA ONNET,ZONA Secuoya,ZONA Dane,SIT_LOCATION2
OLT_FTTH_S10123_02,OLT_FTTH,ISAM7360 OH_SANALPSTB_I_7360_PIEDECUESTA_2 / OLT_FTTH / OLT_FTTH_S10123_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10123,INSTALACIONES DE TELECOM EN PIEDECUESTA,P_2,OPERATING,S10123,PIEDECUESTA_CENTRO,COLTEL,O_CAMBU,10.37.52.134,OH_SANALPSTB_I_7360_Piedecuesta_2,10.37.52.134 - OH_SANALPSTB_I_7360_Piedecuesta_2,NORORIENTE,NORORIENTE,D68,SANTANDER,M68547,PIEDECUESTA,68547000,PIEDECUESTA,"1.739,00",",00","71,00",",00",",00","51,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,PIEDECUESTA,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Febrero,2026-02-22T00:00:00,2022,,Juan Pablo Niño Daza,6.98597,-73.0511,Transmisión,1,3A,OH_SANALPSTB_I_7360,2022-02-01T00:00:00,ORIENTE,ORIENTE,Zona1,S13214
OLT_FTTH_S10123_03,OLT_FTTH,ISAM7360 OH_SANALPSTC_I_7360_PIEDECUESTA_3 / OLT_FTTH / OLT_FTTH_S10123_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10123,INSTALACIONES DE TELECOM EN PIEDECUESTA,P_2,OPERATING,S10123,PIEDECUESTA_CENTRO,COLTEL,O_CAMBU,10.37.53.78,OH_SANALPSTC_I_7360_Piedecuesta_3,10.37.53.78 - OH_SANALPSTC_I_7360_Piedecuesta_3,NORORIENTE,NORORIENTE,D68,SANTANDER,M68547,PIEDECUESTA,68547000,PIEDECUESTA,"24,00",",00","24,00",",00",",00","1,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,PIEDECUESTA,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Agosto,ago-22,2022,,Juan Pablo Niño Daza,6.98597,-73.0511,Transmisión,1,3A,OH_SANALPSTC_I_7360,2022-07-01T00:00:00,ORIENTE,ORIENTE,Zona1,S9269
OLT_FTTH_S10123_04,OLT_FTTH,ISAM7360 OH_SANALPSTD_I_7360_PIEDECUESTA_4 / OLT_FTTH / OLT_FTTH_S10123_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S10123,INSTALACIONES DE TELECOM EN PIEDECUESTA,P_2,OPERATING,S10123,PIEDECUESTA_CENTRO,COLTEL,O_CAMBU,10.37.55.210,OH_SANALPSTD_I_7360_Piedecuesta_4,10.37.55.210 - OH_SANALPSTD_I_7360_Piedecuesta_4,NORORIENTE,NORORIENTE,D68,SANTANDER,M68547,PIEDECUESTA,68547000,PIEDECUESTA,"5.250,00",",00","7.116,00",",00",",00","4.824,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,PIEDECUESTA,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,6.98597,-73.0511,Transmisión,E,1,OH_SANALPSTD_I_7360,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S23880
OLT_FTTH_S19795_01,OLT_FTTH,ISAM7360 OH_SANALSGIL_I_7360_SANGIL_CENTRO / OLT_FTTH / OLT_FTTH_S19795_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S19795,CR 9 NO 10-63,B_1,OPERATING,S19795,SAN GIL,COLTEL,O_CAMBU,10.37.65.86,OH_SANALSGIL_I_7360_SanGil_Centro,10.37.65.86 - OH_SANALSGIL_I_7360_SanGil_Centro,NORORIENTE,NORORIENTE,D68,SANTANDER,M68679,SAN GIL,68679000,SAN GIL,50,0,2,0,0,1,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SAN GIL,SANTANDER (AREA METROPOLITANA 2),ORIENTE,ORIENTE,Junio,2026-06-24T00:00:00,2024,,Juan Pablo Niño Daza,6.55359,-73.13203,,,,OH_SANALSGIL_I_7360,2024-05-01T00:00:00,ORIENTE,ORIENTE,Zona2,S8159
OLT_FTTH_S6526_01,OLT_FTTH,ISAM7360 OH_SANALSRRO_I_7360_SOCORRO_CENTRO / OLT_FTTH / OLT_FTTH_S6526_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S6526,CALLE 15 # 14 - 26,P_3,OPERATING,S6526,SOCORRO_CENTRO,COLTEL,O_CAMBU,10.37.65.118,OH_SANALSRRO_I_7360_Socorro_Centro,10.37.65.118 - OH_SANALSRRO_I_7360_Socorro_Centro,NORORIENTE,NORORIENTE,D68,SANTANDER,M68755,SOCORRO,68755000,SOCORRO,4,0,4,0,0,0,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SOCORRO,SANTANDER (AREA METROPOLITANA 2),ORIENTE,ORIENTE,Agosto,ago-24,2024,,Juan Pablo Niño Daza,6.47069,-73.261,,,,OH_SANALSRRO_I_7360,2024-07-01T00:00:00,ORIENTE,ORIENTE,Zona2,S8159
OLT_FTTH_S26084_01,OLT_FTTH,ISAM7360 OH_SANALZNGA_I_7360_FLORIDABLANCA_ZAPAMANGA_1 / OLT_FTTH / OLT_FTTH_S26084_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S26084,CARRERA 46 NO. 110-08  ZAPAMANGA IV,P_3,OPERATING,S26084,FLORIDABLANCA_ZAPAMANGA,TELEBUCARAMANGA,O_CAMBU,10.37.52.142,OH_SANALZNGA_I_7360_Floridablanca_Zapamanga_1,10.37.52.142 - OH_SANALZNGA_I_7360_Floridablanca_Zapamanga_1,NORORIENTE,NORORIENTE,D68,SANTANDER,M68276,FLORIDABLANCA,68276000,FLORIDABLANCA,"589,00",",00","1,00",",00",",00",",00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,FLORIDABLANCA,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Marzo,2026-03-22T00:00:00,2022,,Juan Pablo Niño Daza,7.0836,-73.0836,Transmision ,111,10,OH_SANALZNGA_I_7360,2022-02-01T00:00:00,ORIENTE,ORIENTE,Zona1,S5372
OLT_FTTH_S26101_02,OLT_FTTH,MA5800 OH_SANHIALEB_I_5800_BUCARAMANGA_ARENALES_2 / OLT_FTTH / OLT_FTTH_S26101_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S26101,CALLE 14 B NO 17G-11 BARRIO VILLAMIL,P_3,OPERATING,S26101,GIRON_ARENALES,TELEBUCARAMANGA,O_CAMBU,10.37.60.66,OH_SANHIALEB_I_5800_Bucaramanga_Arenales_2,10.37.60.66 - OH_SANHIALEB_I_5800_Bucaramanga_Arenales_2,NORORIENTE,NORORIENTE,D68,SANTANDER,M68307,GIRON,68307000,GIRON,"400,00",",00","1,00",",00",",00",",00",HUAWEI,DATOS,FIJA-TELEBUCARAMANGA,INFRACO,GIRON,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Marzo,2026-03-22T00:00:00,2022,,Juan Pablo Niño Daza,7.059175,-73.165417,Transmisión 2,2,2,OH_SANHIALEB_I_5800,2022-02-01T00:00:00,ORIENTE,ORIENTE,Zona1,S13188
OLT_FTTH_S26058_02,OLT_FTTH,MA5800 OH_SANHICELB_I_5800_BUCARAMANGA_CIUDADELA_2 / OLT_FTTH / OLT_FTTH_S26058_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S26058,CALLE 64 NO. 21-04,P_3,OPERATING,S26058,BUCARAMANGA_CIUDADELA,TELEBUCARAMANGA,O_CAMBU,10.37.51.10,OH_SANHICELB_I_5800_Bucaramanga_Ciudadela_2,10.37.51.10 - OH_SANHICELB_I_5800_Bucaramanga_Ciudadela_2,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"1.334,00",",00","310,00",",00",",00","219,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,7.1003,-73.1169,Transmisión,121,1,OH_SANHICELB_I_5800,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S13188
OLT_FTTH_S26058_03,OLT_FTTH,MA5801 OH_SANHICELC_I_5800_BUCARAMANGA_CIUDADELA_3 / OLT_FTTH / OLT_FTTH_S26058_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S26058,CALLE 64 NO. 21-04,P_3,OPERATING,S26058,BUCARAMANGA_CIUDADELA,TELEBUCARAMANGA,O_CAMBU,10.37.52.26,OH_SANHICELC_I_5800_Bucaramanga_Ciudadela_3,10.37.52.26 - OH_SANHICELC_I_5800_Bucaramanga_Ciudadela_3,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"172,00",",00","172,00",",00",",00","95,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Mayo,2026-05-22T00:00:00,2022,,Juan Pablo Niño Daza,7.1003,-73.1169,Transmisión,121,1,OH_SANHICELC_I_5800,2022-04-01T00:00:00,ORIENTE,ORIENTE,Zona1,S24546
OLT_FTTH_S26057_03,OLT_FTTH,MA5800 OH_SANHICERC_I_5800_BUCARAMANGA_CABECERA_3 / OLT_FTTH / OLT_FTTH_S26057_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S26057,AVENIDA GONZALES VALENCIA NO. 55B-33,P_3,OPERATING,S26057,BUCARAMANGA_CABECERA,TELEBUCARAMANGA,O_CAMBU,10.37.60.86,OH_SANHICERC_I_5800_Bucaramanga_Cabecera_3,10.37.60.86 - OH_SANHICERC_I_5800_Bucaramanga_Cabecera_3,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"257,00",",00","257,00",",00",",00","190,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,7.10979,-73.111,Transmisión 1,118,4,OH_SANHICERC_I_5800,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S15747
OLT_FTTH_S25999_02,OLT_FTTH,MA5800 OH_SANHICTRB_I_5800_BUCARAMANGA_CENTRO_2 / OLT_FTTH / OLT_FTTH_S25999_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25999,CALLE 36 # 14 - 73,P_2,OPERATING,S25999,BUCARAMANGA_CENTRO_KR_15,TELEBUCARAMANGA,O_CAMBU,10.37.51.6,OH_SANHICTRB_I_5800_Bucaramanga_Centro_2,10.37.51.6 - OH_SANHICTRB_I_5800_Bucaramanga_Centro_2,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"129,00",",00","55,00",",00",",00","30,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,7.11826,-73.1267,Transmisión,122,4,OH_SANHICTRB_I_5800,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S26098
OLT_FTTH_S25997_02,OLT_FTTH,MA5800 OH_SANHIDNTB_I_5800_BUCARAMANGA_DIAMANTE_2 / OLT_FTTH / OLT_FTTH_S25997_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25997,CENTRAL DIAMANTE II TELEBUCARAMANGA,D_1,OPERATING,S7302,BUCARAMANGA_DIAMANTE,TELEBUCARAMANGA,O_CAMBU,10.37.60.54,OH_SANHIDNTB_I_5800_Bucaramanga_Diamante_2,10.37.60.54 - OH_SANHIDNTB_I_5800_Bucaramanga_Diamante_2,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"1.807,00",",00","2.335,00",",00",",00","1.457,00",HUAWEI,DATOS,FIJA-TELEBUCARAMANGA,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,7.093,-73.1102,Transmisión,115,12,OH_SANHIDNTB_I_5800,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S23764
OLT_FTTH_S25997_03,OLT_FTTH,MA5800 OH_SANHIDNTC_I_5800_BUCARAMANGA_DIAMANTE_3 / OLT_FTTH / OLT_FTTH_S25997_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25997,CENTRAL DIAMANTE II TELEBUCARAMANGA,D_1,OPERATING,S7302,BUCARAMANGA_DIAMANTE,TELEBUCARAMANGA,O_CAMBU,10.37.51.2,OH_SANHIDNTC_I_5800_Bucaramanga_Diamante_3,10.37.51.2 - OH_SANHIDNTC_I_5800_Bucaramanga_Diamante_3,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"100,00",",00","198,00",",00",",00","122,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Febrero,2026-02-22T00:00:00,2022,,Juan Pablo Niño Daza,7.093,-73.1102,Transmisión,115,2,OH_SANHIDNTC_I_5800,2022-02-01T00:00:00,ORIENTE,ORIENTE,Zona1,S23270
OLT_FTTH_S25997_04,OLT_FTTH,MA5800 OH_SANHIDNTD_I_5800_BUCARAMANGA_DIAMANTE_4 / OLT_FTTH / OLT_FTTH_S25997_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S25997,CENTRAL DIAMANTE II TELEBUCARAMANGA,D_1,OPERATING,S7302,BUCARAMANGA_DIAMANTE,TELEBUCARAMANGA,O_CAMBU,10.37.52.102,OH_SANHIDNTD_I_5800_Bucaramanga_Diamante_4,10.37.52.102 - OH_SANHIDNTD_I_5800_Bucaramanga_Diamante_4,NORORIENTE,NORORIENTE,D68,SANTANDER,M68001,BUCARAMANGA,68001000,BUCARAMANGA,"188,00",",00","188,00",",00",",00","98,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,BUCARAMANGA,SANTANDER (BUCARAMANGA),ORIENTE,ORIENTE,Junio,2026-06-22T00:00:00,2022,,Juan Pablo Niño Daza,7.093,-73.1102,Transmisión,115,2,OH_SANHIDNTD_I_5800,2022-05-01T00:00:00,ORIENTE,ORIENTE,Zona1,S7174
OLT_FTTH_S26076_03,OLT_FTTH,MA5800 OH_SANHIFIDC_I_5800_BUCARAMANGA_FLORIDA_3 / OLT_FTTH / OLT_FTTH_S26076_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S13717,"EDIFICIO TELEBUCARARMANGA SEDE SUR, CAÃ‘AVERAL. ESTACIÃ“N CAÃ‘AVERAL.",P_2,OPERATING,S13717,FLORIDABLANCA_FLORIDA,TELEBUCARAMANGA,O_CAMBU,10.37.60.62,OH_SANHIFIDC_I_5800_Bucaramanga_Florida_3,10.37.60.62 - OH_SANHIFIDC_I_5800_Bucaramanga_Florida_3,NORORIENTE,NORORIENTE,D68,SANTANDER,M68276,FLORIDABLANCA,68276000,FLORIDABLANCA,"33,00",",00","1.676,00",",00",",00","1.162,00",HUAWEI,DATOS,FIJA-TELEBUCARAMANGA,INFRACO,FLORIDABLANCA,SANTANDER (AREA METROPOLITANA 1),ORIENTE,ORIENTE,Enero,ene-22,2022,,Juan Pablo Niño Daza,7.07205,-73.1061,Transmisión 1,111,16,OH_SANHIFIDC_I_5800,2022-01-01T00:00:00,ORIENTE,ORIENTE,Zona1,S7174
OLT_FTTH_S23764_02,OLT_FTTH,ISAM7360 OH_SUCALSEJB_I_7360_SINCELEJO_CENTRO_2 / OLT_FTTH / OLT_FTTH_S23764_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23764,CLL 25 NO 19-29 / CR 19 NO 24 - 57 CENTRO,P_1,OPERATING,S23764,SINCELEJO_CENTRO,COLTEL,O_CAMBA,10.37.54.82,OH_SUCALSEJB_I_7360_Sincelejo_Centro_2,10.37.54.82 - OH_SUCALSEJB_I_7360_Sincelejo_Centro_2,CARIBE,CARIBE,D70,SUCRE,M70001,SINCELEJO,70001000,SINCELEJO,"15,00",",00","15,00",",00",",00","2,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,SINCELEJO,SUCRE,MEDELLIN + NOROCCIDENTE,NOROCCIDENTE,Abril,abr-23,2023,,Roy Ivan Ruiz Coneo,9.3,-75.39389,Transmision Piso 4,3B,3,OH_SUCALSEJB_I_7360,2023-03-01T00:00:00,CARIBE SUR,MEDELLIN + NOROCCIDENTE,Zona1,S7154
OLT_FTTH_S23764_01,OLT_FTTH,MA5800 OH_SUCHISEJO_I_5800_SINCELEJO_CENTRO / OLT_FTTH / OLT_FTTH_S23764_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23764,CLL 25 NO 19-29 / CR 19 NO 24 - 57 CENTRO,P_1,OPERATING,S23764,SINCELEJO_CENTRO,COLTEL,O_CAMBA,10.37.50.62,OH_SUCHISEJO_I_5800_Sincelejo_Centro,10.37.50.62 - OH_SUCHISEJO_I_5800_Sincelejo_Centro,CARIBE,CARIBE,D70,SUCRE,M70001,SINCELEJO,70001000,SINCELEJO,"3.243,00",",00","2.424,00",",00",",00","1.519,00",HUAWEI,DATOS,FIJA-MOVISTAR,INFRACO,SINCELEJO,SUCRE,MEDELLIN + NOROCCIDENTE,NOROCCIDENTE,Enero,ene-22,2022,,Roy Ivan Ruiz Coneo,9.3,-75.39389,Transmisión,1,4,OH_SUCHISEJO_I_5800,2022-01-01T00:00:00,CARIBE SUR,MEDELLIN + NOROCCIDENTE,Zona1,S1306
OLT_FTTH_S23229_03,OLT_FTTH,ISAM7360 OH_TOLALCERC_I_7360_IBAGUE_CHAPINERO_3 / OLT_FTTH / OLT_FTTH_S23229_03,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23229,CLL 14A 3A-20,P_3,OPERATING,S23229,IBAGUE_CHAPINERO,COLTEL,O_CAMSO,10.37.55.214,OH_TOLALCERC_I_7360_Ibague_Chapinero_3,10.37.55.214 - OH_TOLALCERC_I_7360_Ibague_Chapinero_3,SURORIENTE,SURORIENTE,D73,TOLIMA,M73001,IBAGUE,73001000,IBAGUE,"2.715,00",",00","3.325,00",",00",",00","1.307,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,IBAGUE,TOLIMA (IBAGUE),EJE CAFETERO,NOROCCIDENTE,Enero,ene-22,2022,,Oscar Alberto Briceño Ramirez,4.443128,-75.23862,Gpon,1,1,OH_TOLALCERC_I_7360,2022-01-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona1,S6847
OLT_FTTH_S23270_02,OLT_FTTH,ISAM7360 OH_TOLALCTRB_I_7360_IBAGUE_CAMPESTRE_2 / OLT_FTTH / OLT_FTTH_S23270_02,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23270,CR 48 SUR 120-63,P_3,OPERATING,S23270,IBAGUE_CAMPESTRE,COLTEL,O_CAMSO,10.37.53.214,OH_TOLALCTRB_I_7360_Ibague_Campestre_2,10.37.53.214 - OH_TOLALCTRB_I_7360_Ibague_Campestre_2,SURORIENTE,SURORIENTE,D73,TOLIMA,M73001,IBAGUE,73001000,IBAGUE,"21,00",",00","21,00",",00",",00","11,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,IBAGUE,TOLIMA (IBAGUE),EJE CAFETERO,NOROCCIDENTE,Mayo,2026-05-23T00:00:00,2023,,Oscar Alberto Briceño Ramirez,4.406,-75.164,Transmision Piso 1,1,2,OH_TOLALCTRB_I_7360,2023-04-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona1,S6847
OLT_FTTH_S142_01,OLT_FTTH,ISAM7360 OH_TOLALENAL_I_7360_ESPINAL_CENTRO / OLT_FTTH / OLT_FTTH_S142_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S142,CARREA 7 # 8 - 41 ,P_2,OPERATING,S142,ESPINAL,COLTEL,O_CAMSO,10.37.65.126,OH_TOLALENAL_I_7360_Espinal_Centro,10.37.65.126 - OH_TOLALENAL_I_7360_Espinal_Centro,SURORIENTE,SURORIENTE,D73,TOLIMA,M73268,ESPINAL,73268000,ESPINAL,6,0,6,0,0,1,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,ESPINAL,TOLIMA (OTROS),EJE CAFETERO,NOROCCIDENTE,Septiembre,2026-09-24T00:00:00,2024,,Oscar Alberto Briceño Ramirez,,,,,,OH_TOLALENAL_I_7360,2024-08-01T00:00:00,BOGOTA SUR,EJE CAFETERO,Zona1,S742
OLT_FTTH_S23280_01,OLT_FTTH,ISAM7360 OH_TOLALHNDA_I_7360_HONDA_CENTRO / OLT_FTTH / OLT_FTTH_S23280_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23280,CR 14 7-31,D_2,OPERATING,S23280,HONDA_CENTRO,COLTEL,O_CAMSO,10.37.65.94,OH_TOLALHNDA_I_7360_Honda_Centro,10.37.65.94 - OH_TOLALHNDA_I_7360_Honda_Centro,SURORIENTE,SURORIENTE,D73,TOLIMA,M73349,HONDA,73349000,HONDA,0,0,27,0,0,10,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,HONDA,TOLIMA (OTROS),EJE CAFETERO,NOROCCIDENTE,Julio,2026-07-24T00:00:00,2024,,Oscar Alberto Briceño Ramirez,5.20091,-74.7397,,,,OH_TOLALHNDA_I_7360,2024-06-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona2,S4737
OLT_FTTH_S23836_01,OLT_FTTH,ISAM7360 OH_TOLALMGAR_I_7360_MELGAR_CENTRO / OLT_FTTH / OLT_FTTH_S23836_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S23836,CL 6 # 25 - 22 (MELGAR),D_2,OPERATING,S23836,MELGAR_CENTRO,COLTEL,O_CAMCU,10.37.65.114,OH_TOLALMGAR_I_7360_Melgar_Centro,10.37.65.114 - OH_TOLALMGAR_I_7360_Melgar_Centro,CUNDINAMARCA,SURORIENTE,D73,TOLIMA,M73449,MELGAR,73449000,MELGAR,0,0,8,0,0,1,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,MELGAR,TOLIMA (OTROS),EJE CAFETERO,NOROCCIDENTE,Julio,2026-07-24T00:00:00,2024,,Oscar Alberto Briceño Ramirez,4.20442,-74.64314,,,,OH_TOLALMGAR_I_7360,2024-06-01T00:00:00,BOGOTA SUR,EJE CAFETERO,Zona1,S23403
OLT_FTTH_S8188_01,OLT_FTTH,ISAM7360 OH_TOLALMITA_I_7360_MARIQUITA_CENTRO / OLT_FTTH / OLT_FTTH_S8188_01,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S8188,CALLE 5 # 4 Esquina,P_2,OPERATING,S8188,MARIQUITA CENTRO,COLTEL,O_CAMSO,10.37.65.110,OH_TOLALMITA_I_7360_Mariquita_Centro,10.37.65.110 - OH_TOLALMITA_I_7360_Mariquita_Centro,SURORIENTE,SURORIENTE,D73,TOLIMA,M73443,MARIQUITA,73443000,MARIQUITA,0,0,0,0,0,0,NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,MARIQUITA,TOLIMA (OTROS),EJE CAFETERO,NOROCCIDENTE,Septiembre,2026-09-24T00:00:00,2024,,Oscar Alberto Briceño Ramirez,,,,,,OH_TOLALMITA_I_7360,2024-08-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona2,S14048
OLT_FTTH_S23227_04,OLT_FTTH,ISAM7360 OH_TOLALMITD_I_7360_IBAGUE_MARGARITA_4 / OLT_FTTH / OLT_FTTH_S23227_04,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S6781,AVENIDA MIROLINDO MONUMENTO A LA MUSICA SITIO TELECOM,P_2,OPERATING,S6781,IBAGUE_MARGARITAS,COLTEL,O_CAMSO,10.37.53.102,OH_TOLALMITD_I_7360_Ibague_Margarita_4,10.37.53.102 - OH_TOLALMITD_I_7360_Ibague_Margarita_4,SURORIENTE,SURORIENTE,D73,TOLIMA,M73001,IBAGUE,73001000,IBAGUE,"32,00",",00","32,00",",00",",00","8,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,IBAGUE,TOLIMA (IBAGUE),EJE CAFETERO,NOROCCIDENTE,Agosto,ago-22,2022,,Oscar Alberto Briceño Ramirez,4.44027,-75.1861,Transmisión Piso2,215,2A,OH_TOLALMITD_I_7360,2022-07-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona1,S29533
OLT_FTTH_S6781_05,OLT_FTTH,ISAM7360 OH_TOLALMITE_I_7360_IBAGUE_MARGARITA_5 / OLT_FTTH / OLT_FTTH_S6781_05,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S6781,AVENIDA MIROLINDO MONUMENTO A LA MUSICA SITIO TELECOM,P_2,OPERATING,S6781,IBAGUE_MARGARITAS,COLTEL,O_CAMSO,10.37.53.234,OH_TOLALMITE_I_7360_Ibague_Margarita_5,10.37.53.234 - OH_TOLALMITE_I_7360_Ibague_Margarita_5,SURORIENTE,SURORIENTE,D73,TOLIMA,M73001,IBAGUE,73001000,IBAGUE,"173,00",",00","173,00",",00",",00","101,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,IBAGUE,TOLIMA (IBAGUE),EJE CAFETERO,NOROCCIDENTE,Noviembre,2026-11-22T00:00:00,2022,,Oscar Alberto Briceño Ramirez,4.44027,-75.1861,Transmision Piso 1,215,1,OH_TOLALMITE_I_7360,2022-10-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona1,S17260
OLT_FTTH_S6781_06,OLT_FTTH,ISAM7360 OH_TOLALMITF_I_7360_IBAGUE_MARGARITA_6 / OLT_FTTH / OLT_FTTH_S6781_06,3289,ACCESO FIJO \ PS FIJO \ DSLAM,S6781,AVENIDA MIROLINDO MONUMENTO A LA MUSICA SITIO TELECOM,P_2,OPERATING,S6781,IBAGUE_MARGARITAS,COLTEL,O_CAMSO,10.37.55.218,OH_TOLALMITF_I_7360_Ibague_Margarita_6,10.37.55.218 - OH_TOLALMITF_I_7360_Ibague_Margarita_6,SURORIENTE,SURORIENTE,D73,TOLIMA,M73001,IBAGUE,73001000,IBAGUE,"6.526,00",",00","6.496,00",",00",",00","4.337,00",NOKIA,DATOS,FIJA-MOVISTAR,INFRACO,IBAGUE,TOLIMA (IBAGUE),EJE CAFETERO,NOROCCIDENTE,Enero,ene-22,2022,,Oscar Alberto Briceño Ramirez,4.44027,-75.1861,Transmisión Piso2,216,1,OH_TOLZTEIITA_I_C300,2022-01-01T00:00:00,BOGOTA CENTRO,EJE CAFETERO,Zona1,S29529
